entry,structure,prem_cap,need_cap,delta_floor,trades,wins,win_rate,pnl,pnl_exBANKEX,worst
14:50,OTM1,0.3,0.4,0.3,9,5,56,49030,-29222,-19610
14:50,ATM,,,,12,7,58,46755,-6849,-15888
14:50,ATM,,,0.1,12,7,58,46755,-6849,-15888
14:50,ATM,,,0.2,12,7,58,46755,-6849,-15888
14:50,ATM,,,0.3,12,7,58,46755,-6849,-15888
14:50,ATM,,0.3,,6,5,83,26636,26636,-10226
14:50,ATM,,0.3,0.1,6,5,83,26636,26636,-10226
14:50,ATM,,0.3,0.2,6,5,83,26636,26636,-10226
14:50,ATM,,0.3,0.3,6,5,83,26636,26636,-10226
14:50,ATM,,0.35,,10,6,60,46356,-7248,-15888
14:50,ATM,,0.35,0.1,10,6,60,46356,-7248,-15888
14:50,ATM,,0.35,0.2,10,6,60,46356,-7248,-15888
14:50,ATM,,0.35,0.3,10,6,60,46356,-7248,-15888
14:50,ATM,,0.4,,10,6,60,46356,-7248,-15888
14:50,ATM,,0.4,0.1,10,6,60,46356,-7248,-15888
14:50,ATM,,0.4,0.2,10,6,60,46356,-7248,-15888
14:50,ATM,,0.4,0.3,10,6,60,46356,-7248,-15888
14:50,ATM,0.2,,,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,,0.1,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,,0.2,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,,0.3,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.3,,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.3,0.1,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.3,0.2,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.3,0.3,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.35,,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.35,0.1,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.35,0.2,2,1,50,-9293,-9293,-10226
