entry,structure,prem_cap,need_cap,delta_floor,trades,wins,win_rate,pnl,pnl_exBANKEX,worst
14:50,ATM,0.2,0.35,0.3,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.4,,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.4,0.1,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.4,0.2,2,1,50,-9293,-9293,-10226
14:50,ATM,0.2,0.4,0.3,2,1,50,-9293,-9293,-10226
14:50,ATM,0.25,,,5,4,80,20588,20588,-10226
14:50,ATM,0.25,,0.1,5,4,80,20588,20588,-10226
14:50,ATM,0.25,,0.2,5,4,80,20588,20588,-10226
14:50,ATM,0.25,,0.3,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.3,,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.3,0.1,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.3,0.2,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.3,0.3,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.35,,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.35,0.1,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.35,0.2,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.35,0.3,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.4,,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.4,0.1,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.4,0.2,5,4,80,20588,20588,-10226
14:50,ATM,0.25,0.4,0.3,5,4,80,20588,20588,-10226
14:50,ATM,0.3,,,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,,0.1,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,,0.2,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,,0.3,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.3,,6,5,83,26636,26636,-10226
14:50,ATM,0.3,0.3,0.1,6,5,83,26636,26636,-10226
14:50,ATM,0.3,0.3,0.2,6,5,83,26636,26636,-10226
14:50,ATM,0.3,0.3,0.3,6,5,83,26636,26636,-10226
14:50,ATM,0.3,0.35,,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.35,0.1,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.35,0.2,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.35,0.3,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.4,,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.4,0.1,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.4,0.2,10,6,60,46356,-7248,-15888
14:50,ATM,0.3,0.4,0.3,10,6,60,46356,-7248,-15888
14:50,v1,,,,9,2,22,-68876,-50744,-19984
14:50,v1,,,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,,,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,,,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,,0.3,,9,2,22,-68876,-50744,-19984
14:50,v1,,0.3,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,,0.3,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,,0.3,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,,0.35,,9,2,22,-68876,-50744,-19984
14:50,v1,,0.35,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,,0.35,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,,0.35,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,,0.4,,9,2,22,-68876,-50744,-19984
14:50,v1,,0.4,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,,0.4,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,,0.4,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,0.2,,,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,0.2,0.3,,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.3,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.3,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.3,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,0.2,0.35,,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.35,0.1,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.35,0.2,9,2,22,-68876,-50744,-19984
14:50,v1,0.2,0.35,0.3,8,2,25,-48976,-30844,-19984
14:50,v1,0.2,0.4,,9,2,22,-68876,-50744,-19984
