ts,open,high,low,close,volume
2026-08-13 09:15:00,78111.91,78119.39,77815.49,77870.51,118768.0
2026-08-13 09:16:00,77846.57,77890.37,77813.19,77835.08,64128.0
2026-08-13 09:17:00,77836.15,77837.12,77781.6,77795.21,139731.0
2026-08-13 09:18:00,77786.85,77806.06,77784.98,77805.43,65556.0
2026-08-13 09:19:00,77807.16,77821.84,77799.87,77808.12,58635.0
2026-08-13 09:20:00,77809.74,77816.29,77788.87,77808.57,39151.0
2026-08-13 09:21:00,77814.55,77839.37,77809.96,77829.46,46779.0
2026-08-13 09:22:00,77817.16,77823.93,77790.96,77816.1,34945.0
2026-08-13 09:23:00,77815.37,77815.37,77784.05,77794.62,25488.0
2026-08-13 09:24:00,77794.92,77812.92,77779.89,77810.19,32535.0
2026-08-13 09:25:00,77808.97,77814.35,77784.54,77799.46,37596.0
2026-08-13 09:26:00,77802.0,77814.82,77774.7,77782.7,25041.0
2026-08-13 09:27:00,77783.73,77785.67,77752.37,77755.5,36119.0
2026-08-13 09:28:00,77757.09,77764.64,77746.87,77757.19,19595.0
2026-08-13 09:29:00,77755.78,77791.66,77743.38,77787.51,34629.0
2026-08-13 09:30:00,77793.69,77800.44,77734.24,77742.17,57698.0
2026-08-13 09:31:00,77737.89,77760.07,77734.08,77745.52,19185.0
2026-08-13 09:32:00,77742.28,77762.73,77724.43,77736.25,51425.0
2026-08-13 09:33:00,77728.92,77749.65,77728.92,77732.43,55288.0
2026-08-13 09:34:00,77728.52,77734.98,77709.63,77726.95,24403.0
2026-08-13 09:35:00,77728.29,77748.01,77722.35,77738.54,24087.0
2026-08-13 09:36:00,77739.3,77752.35,77737.82,77750.24,23537.0
2026-08-13 09:37:00,77749.38,77750.78,77730.31,77740.54,54398.0
2026-08-13 09:38:00,77741.27,77772.34,77737.91,77772.34,20445.0
2026-08-13 09:39:00,77772.53,77795.09,77772.53,77793.45,97674.0
2026-08-13 09:40:00,77792.34,77818.41,77784.12,77812.24,782087.0
2026-08-13 09:41:00,77812.11,77812.25,77779.48,77782.17,524996.0
2026-08-13 09:42:00,77779.62,77800.3,77772.92,77785.07,74974.0
2026-08-13 09:43:00,77784.66,77816.59,77776.7,77797.33,36579.0
2026-08-13 09:44:00,77797.49,77823.5,77783.17,77802.56,66549.0
2026-08-13 09:45:00,77804.61,77820.14,77785.79,77798.73,32867.0
2026-08-13 09:46:00,77794.21,77832.02,77780.51,77784.46,47942.0
2026-08-13 09:47:00,77784.96,77784.96,77755.39,77772.7,61818.0
2026-08-13 09:48:00,77772.96,77835.71,77772.78,77808.23,20021.0
2026-08-13 09:49:00,77806.81,77829.53,77801.77,77810.2,30095.0
2026-08-13 09:50:00,77810.2,77831.93,77810.2,77817.79,44318.0
2026-08-13 09:51:00,77815.36,77828.43,77808.92,77821.55,23132.0
2026-08-13 09:52:00,77820.95,77826.76,77775.52,77778.37,15082.0
2026-08-13 09:53:00,77778.15,77803.94,77772.72,77803.94,20759.0
2026-08-13 09:54:00,77803.96,77834.18,77803.96,77823.66,50051.0
2026-08-13 09:55:00,77821.55,77833.95,77806.31,77819.18,21321.0
2026-08-13 09:56:00,77819.19,77828.02,77817.05,77818.51,10002.0
2026-08-13 09:57:00,77818.26,77820.63,77782.9,77804.91,47115.0
2026-08-13 09:58:00,77805.83,77820.65,77779.4,77808.83,31727.0
2026-08-13 09:59:00,77808.9,77825.72,77808.17,77824.47,27172.0
2026-08-13 10:00:00,77823.81,77831.2,77790.92,77790.92,74525.0
2026-08-13 10:01:00,77796.27,77813.06,77785.23,77813.06,22275.0
2026-08-13 10:02:00,77810.06,77820.84,77795.38,77798.74,322391.0
2026-08-13 10:03:00,77795.82,77826.89,77790.57,77793.43,49867.0
2026-08-13 10:04:00,77794.89,77803.81,77787.08,77790.05,23528.0
2026-08-13 10:05:00,77789.86,77818.42,77763.99,77817.47,46245.0
2026-08-13 10:06:00,77816.1,77821.09,77783.07,77820.28,51884.0
2026-08-13 10:07:00,77819.54,77830.7,77789.79,77795.01,12292.0
2026-08-13 10:08:00,77795.01,77795.01,77766.96,77784.01,34394.0
2026-08-13 10:09:00,77785.47,77799.15,77757.04,77757.04,48870.0
2026-08-13 10:10:00,77752.68,77776.63,77752.68,77772.24,26041.0
2026-08-13 10:11:00,77771.64,77774.72,77735.25,77737.91,23939.0
2026-08-13 10:12:00,77736.35,77772.16,77736.35,77772.16,69009.0
2026-08-13 10:13:00,77772.83,77814.29,77755.48,77803.44,61845.0
2026-08-13 10:14:00,77806.66,77813.34,77778.2,77778.2,20115.0
2026-08-13 10:15:00,77779.17,77803.5,77774.75,77779.6,50209.0
2026-08-13 10:16:00,77758.69,77777.53,77737.05,77766.51,48105.0
2026-08-13 10:17:00,77764.58,77772.85,77743.76,77746.39,34432.0
2026-08-13 10:18:00,77748.4,77783.71,77748.4,77780.9,16468.0
2026-08-13 10:19:00,77779.44,77787.93,77766.62,77766.62,14138.0
2026-08-13 10:20:00,77765.86,77773.87,77737.11,77748.12,38930.0
2026-08-13 10:21:00,77748.73,77772.53,77745.44,77767.4,10019.0
2026-08-13 10:22:00,77769.15,77769.15,77737.42,77761.12,14767.0
2026-08-13 10:23:00,77761.26,77761.55,77724.59,77724.59,7808.0
2026-08-13 10:24:00,77725.15,77759.83,77713.83,77716.03,53408.0
2026-08-13 10:25:00,77720.78,77740.04,77710.72,77717.12,10812.0
2026-08-13 10:26:00,77713.93,77750.0,77711.74,77742.58,12023.0
2026-08-13 10:27:00,77742.58,77753.31,77699.32,77753.31,76939.0
2026-08-13 10:28:00,77751.79,77753.92,77726.69,77733.48,21805.0
2026-08-13 10:29:00,77733.18,77734.77,77701.4,77708.58,21993.0
2026-08-13 10:30:00,77709.65,77709.65,77665.89,77669.95,24983.0
2026-08-13 10:31:00,77669.43,77694.26,77667.69,77678.27,15182.0
2026-08-13 10:32:00,77679.73,77711.9,77678.54,77697.05,34961.0
2026-08-13 10:33:00,77698.89,77723.85,77675.44,77675.44,37758.0
2026-08-13 10:34:00,77678.17,77730.5,77667.97,77727.51,47604.0
2026-08-13 10:35:00,77725.3,77727.18,77694.53,77701.38,16860.0
2026-08-13 10:36:00,77694.18,77719.43,77678.23,77707.51,56101.0
2026-08-13 10:37:00,77715.11,77733.87,77708.72,77721.71,8094.0
2026-08-13 10:38:00,77724.19,77748.45,77703.47,77747.51,56006.0
2026-08-13 10:39:00,77748.79,77748.79,77726.13,77734.43,12488.0
2026-08-13 10:40:00,77735.14,77740.99,77717.4,77719.86,18563.0
2026-08-13 10:41:00,77719.8,77744.92,77711.81,77741.06,38595.0
2026-08-13 10:42:00,77741.55,77746.43,77718.46,77738.11,50790.0
2026-08-13 10:43:00,77737.86,77763.17,77719.63,77748.75,56338.0
2026-08-13 10:44:00,77747.25,77755.41,77719.69,77751.34,14625.0
2026-08-13 10:45:00,77754.43,77757.91,77721.1,77757.91,22410.0
2026-08-13 10:46:00,77755.71,77766.16,77727.92,77741.02,21080.0
2026-08-13 10:47:00,77741.86,77758.27,77734.06,77752.55,316663.0
2026-08-13 10:48:00,77751.41,77763.4,77733.23,77753.77,86418.0
2026-08-13 10:49:00,77753.58,77776.32,77753.58,77776.18,15559.0
2026-08-13 10:50:00,77776.15,77782.0,77770.85,77782.0,12177.0
2026-08-13 10:51:00,77782.0,77797.47,77777.01,77797.44,15757.0
2026-08-13 10:52:00,77798.52,77809.29,77764.46,77769.93,83797.0
2026-08-13 10:53:00,77770.58,77805.21,77770.58,77789.13,8822.0
2026-08-13 10:54:00,77790.61,77803.03,77757.91,77777.31,35822.0
2026-08-13 10:55:00,77787.16,77795.0,77782.02,77786.96,14024.0
2026-08-13 10:56:00,77787.19,77793.1,77779.48,77780.77,20690.0
2026-08-13 10:57:00,77780.77,77795.67,77759.98,77764.77,20811.0
2026-08-13 10:58:00,77777.6,77789.09,77774.37,77778.69,14472.0
2026-08-13 10:59:00,77778.35,77783.88,77770.93,77778.13,35935.0
2026-08-13 11:00:00,77778.63,77779.21,77760.02,77773.32,10993.0
2026-08-13 11:01:00,77774.9,77776.19,77730.59,77731.79,45488.0
2026-08-13 11:02:00,77733.03,77762.19,77729.93,77750.08,29313.0
2026-08-13 11:03:00,77749.96,77751.9,77717.52,77729.48,21858.0
2026-08-13 11:04:00,77729.83,77737.88,77707.62,77734.0,21207.0
2026-08-13 11:05:00,77736.22,77736.86,77713.71,77725.19,18374.0
2026-08-13 11:06:00,77725.81,77728.89,77695.63,77711.66,9823.0
2026-08-13 11:07:00,77711.76,77711.76,77681.83,77693.17,9488.0
2026-08-13 11:08:00,77691.47,77711.4,77690.99,77705.49,5491.0
2026-08-13 11:09:00,77711.84,77725.94,77709.18,77721.08,6377.0
2026-08-13 11:10:00,77723.01,77738.44,77720.47,77734.16,11960.0
2026-08-13 11:11:00,77733.87,77742.73,77728.73,77730.99,15557.0
2026-08-13 11:12:00,77730.37,77732.24,77717.41,77721.8,8822.0
2026-08-13 11:13:00,77721.8,77738.89,77713.36,77715.16,6836.0
2026-08-13 11:14:00,77715.42,77715.99,77682.8,77702.14,30552.0
2026-08-13 11:15:00,77702.14,77716.14,77698.3,77710.23,16726.0
2026-08-13 11:16:00,77712.44,77719.18,77701.92,77707.43,24262.0
2026-08-13 11:17:00,77711.88,77714.48,77702.25,77711.57,8712.0
2026-08-13 11:18:00,77712.28,77717.75,77708.69,77717.75,5144.0
2026-08-13 11:19:00,77717.83,77728.55,77714.19,77728.55,7833.0
2026-08-13 11:20:00,77729.45,77729.45,77716.14,77717.39,80558.0
2026-08-13 11:21:00,77718.03,77724.33,77706.47,77713.9,11453.0
2026-08-13 11:22:00,77716.23,77754.22,77679.04,77754.22,184149.0
2026-08-13 11:23:00,77759.61,77770.89,77736.89,77736.89,83035.0
2026-08-13 11:24:00,77733.31,77738.91,77728.39,77738.91,14021.0
2026-08-13 11:25:00,77738.84,77755.09,77734.92,77751.5,14418.0
2026-08-13 11:26:00,77751.5,77759.99,77743.82,77756.02,20626.0
2026-08-13 11:27:00,77758.17,77785.98,77754.86,77770.09,23972.0
2026-08-13 11:28:00,77768.04,77771.19,77756.14,77759.48,10431.0
2026-08-13 11:29:00,77759.48,77777.35,77756.73,77775.41,22517.0
2026-08-13 11:30:00,77775.01,77802.0,77775.01,77798.24,1537314.0
2026-08-13 11:31:00,77795.37,77812.18,77793.2,77808.24,12643.0
2026-08-13 11:32:00,77810.81,77817.38,77799.81,77802.16,20164.0
2026-08-13 11:33:00,77802.16,77807.19,77797.22,77806.79,21909.0
2026-08-13 11:34:00,77809.02,77814.51,77806.66,77810.62,110011.0
2026-08-13 11:35:00,77809.04,77813.52,77799.85,77805.6,186836.0
2026-08-13 11:36:00,77805.12,77817.63,77791.28,77815.91,69990.0
2026-08-13 11:37:00,77817.2,77826.31,77814.52,77822.68,68266.0
2026-08-13 11:38:00,77823.86,77837.91,77823.86,77827.89,22308.0
2026-08-13 11:39:00,77827.43,77840.77,77825.48,77838.23,27519.0
2026-08-13 11:40:00,77838.59,77853.86,77822.1,77824.45,170879.0
2026-08-13 11:41:00,77827.95,77831.62,77816.35,77816.76,10305.0
2026-08-13 11:42:00,77816.01,77821.67,77801.34,77808.4,14239.0
2026-08-13 11:43:00,77808.85,77817.02,77805.3,77810.75,11665.0
2026-08-13 11:44:00,77807.55,77823.49,77807.55,77821.41,104579.0
2026-08-13 11:45:00,77821.75,77829.02,77816.73,77822.75,29187.0
2026-08-13 11:46:00,77822.05,77825.9,77813.17,77818.4,18068.0
2026-08-13 11:47:00,77817.83,77832.85,77817.83,77829.94,15637.0
2026-08-13 11:48:00,77831.21,77839.56,77826.1,77839.22,20477.0
2026-08-13 11:49:00,77836.42,77850.36,77834.17,77844.34,13875.0
2026-08-13 11:50:00,77842.58,77853.22,77838.83,77846.65,19946.0
2026-08-13 11:51:00,77847.32,77857.86,77840.49,77853.08,16174.0
2026-08-13 11:52:00,77852.48,77855.67,77846.53,77849.71,17634.0
2026-08-13 11:53:00,77850.57,77858.16,77843.53,77853.32,8588.0
2026-08-13 11:54:00,77848.87,77855.25,77835.19,77843.9,13183.0
2026-08-13 11:55:00,77846.37,77846.92,77833.64,77843.3,5459.0
2026-08-13 11:56:00,77842.61,77854.56,77823.51,77854.56,39807.0
2026-08-13 11:57:00,77855.27,77886.75,77849.5,77886.75,39849.0
2026-08-13 11:58:00,77886.71,77910.05,77883.79,77901.77,12415.0
2026-08-13 11:59:00,77901.77,77936.01,77899.69,77936.01,13383.0
2026-08-13 12:00:00,77936.86,77990.34,77936.13,77989.59,33838.0
2026-08-13 12:01:00,77989.4,77998.49,77985.15,77992.91,13918.0
2026-08-13 12:02:00,77999.86,78000.61,77981.51,77999.61,14423.0
2026-08-13 12:03:00,78000.39,78018.29,77998.0,78018.29,19533.0
2026-08-13 12:04:00,78015.85,78028.64,78014.1,78022.47,20333.0
2026-08-13 12:05:00,78020.37,78026.21,78012.38,78016.58,7818.0
2026-08-13 12:06:00,78017.43,78022.55,78002.23,78010.37,27445.0
2026-08-13 12:07:00,78011.75,78011.87,77993.98,78002.23,25855.0
2026-08-13 12:08:00,78004.87,78010.97,78002.6,78007.84,67670.0
2026-08-13 12:09:00,78010.07,78012.31,77996.71,77998.09,14758.0
2026-08-13 12:10:00,77996.65,78009.41,77990.64,78002.28,70665.0
2026-08-13 12:11:00,78000.99,78000.99,77963.81,77964.04,156338.0
2026-08-13 12:12:00,77966.57,77978.7,77963.5,77963.5,227083.0
2026-08-13 12:13:00,77961.0,77966.27,77955.69,77965.78,7124.0
2026-08-13 12:14:00,77963.93,77973.34,77961.11,77963.48,20571.0
2026-08-13 12:15:00,77962.99,77983.11,77962.99,77980.23,252753.0
2026-08-13 12:16:00,77979.92,77980.07,77958.98,77968.42,121975.0
2026-08-13 12:17:00,77968.77,77975.22,77946.8,77956.0,58605.0
2026-08-13 12:18:00,77954.77,77967.01,77950.22,77967.01,19521.0
2026-08-13 12:19:00,77965.03,77973.03,77952.92,77954.2,28400.0
2026-08-13 12:20:00,77954.86,77961.75,77938.1,77948.74,82704.0
2026-08-13 12:21:00,77951.9,77959.83,77947.99,77950.15,34896.0
2026-08-13 12:22:00,77952.15,77962.57,77949.56,77962.57,15082.0
2026-08-13 12:23:00,77962.92,77971.3,77955.17,77970.45,16683.0
2026-08-13 12:24:00,77970.45,77992.82,77968.22,77992.82,38440.0
2026-08-13 12:25:00,77991.42,78000.18,77985.27,77987.41,11213.0
2026-08-13 12:26:00,77982.23,77993.04,77979.18,77986.23,14996.0
2026-08-13 12:27:00,77989.64,77989.64,77969.56,77974.2,47701.0
2026-08-13 12:28:00,77976.77,77985.09,77971.03,77974.87,38280.0
2026-08-13 12:29:00,77970.37,77972.61,77961.84,77968.17,7332.0
2026-08-13 12:30:00,77968.17,77978.61,77963.43,77972.05,16128.0
2026-08-13 12:31:00,77969.78,77977.25,77964.44,77964.44,12584.0
2026-08-13 12:32:00,77964.44,77978.51,77957.74,77974.38,107799.0
2026-08-13 12:33:00,77977.21,77978.25,77967.47,77971.87,17860.0
2026-08-13 12:34:00,77971.87,77985.71,77969.16,77982.86,13541.0
2026-08-13 12:35:00,77982.86,77984.48,77970.33,77982.49,11530.0
2026-08-13 12:36:00,77982.44,77984.64,77973.22,77975.67,82282.0
2026-08-13 12:37:00,77972.79,77974.27,77948.46,77962.85,43703.0
2026-08-13 12:38:00,77961.04,77961.04,77941.45,77950.23,50041.0
2026-08-13 12:39:00,77950.17,77968.22,77948.37,77968.22,52796.0
2026-08-13 12:40:00,77969.39,77986.39,77958.05,77985.86,17940.0
2026-08-13 12:41:00,77985.86,77994.3,77968.24,77968.24,15377.0
2026-08-13 12:42:00,77967.73,77981.56,77961.99,77970.04,87838.0
2026-08-13 12:43:00,77969.43,77977.67,77964.14,77966.83,6499.0
2026-08-13 12:44:00,77971.38,77980.21,77965.21,77970.06,43003.0
2026-08-13 12:45:00,77968.77,77973.14,77960.0,77964.34,115601.0
2026-08-13 12:46:00,77964.0,77966.92,77945.95,77949.35,69480.0
2026-08-13 12:47:00,77950.59,77957.6,77930.59,77942.88,152960.0
2026-08-13 12:48:00,77941.95,77943.03,77920.83,77922.92,47052.0
