ts,open,high,low,close,volume
2026-06-01 09:15:00,54403.85,54582.75,54170.65,54410.8,17065633.0
2026-06-01 09:20:00,54416.1,54470.9,54329.7,54360.35,8098605.0
2026-06-01 09:25:00,54356.7,54405.15,54319.15,54337.5,14047140.0
2026-06-01 09:30:00,54338.55,54420.4,54307.4,54323.2,9528607.0
2026-06-01 09:35:00,54324.4,54347.5,54178.8,54340.6,6983031.0
2026-06-01 09:40:00,54341.4,54397.0,54183.0,54189.8,6086949.0
2026-06-01 09:45:00,54191.0,54272.55,54154.4,54207.85,6687855.0
2026-06-01 09:50:00,54207.15,54260.6,54141.7,54157.3,6795194.0
2026-06-01 09:55:00,54157.1,54157.1,54062.2,54077.05,5915811.0
2026-06-01 10:00:00,54077.8,54096.0,53982.2,54004.55,3692647.0
2026-06-01 10:05:00,54004.05,54095.2,54000.95,54093.25,3996898.0
2026-06-01 10:10:00,54094.25,54104.25,54032.8,54032.8,4401790.0
2026-06-01 10:15:00,54034.15,54073.8,54007.05,54036.2,2402769.0
2026-06-01 10:20:00,54037.7,54037.7,53956.1,53964.2,2224038.0
2026-06-01 10:25:00,53963.8,53991.75,53886.75,53893.5,3288431.0
2026-06-01 10:30:00,53887.4,53907.65,53841.55,53871.35,4577257.0
2026-06-01 10:35:00,53871.15,53948.8,53857.8,53919.2,2447529.0
2026-06-01 10:40:00,53918.1,53970.2,53906.55,53916.2,2552982.0
2026-06-01 10:45:00,53915.4,54051.15,53913.95,54034.75,3045561.0
2026-06-01 10:50:00,54033.6,54105.35,54001.1,54104.7,3230462.0
2026-06-01 10:55:00,54105.1,54109.1,54030.8,54034.95,3138901.0
2026-06-01 11:00:00,54034.95,54103.65,54034.95,54084.25,3013093.0
2026-06-01 11:05:00,54083.65,54176.65,54068.7,54169.35,1963491.0
2026-06-01 11:10:00,54170.3,54176.55,54133.5,54154.15,1917384.0
2026-06-01 11:15:00,54155.05,54234.55,54155.05,54199.5,2747043.0
2026-06-01 11:20:00,54196.1,54199.1,54106.9,54106.9,2456886.0
2026-06-01 11:25:00,54109.35,54121.65,54024.55,54026.7,4195730.0
2026-06-01 11:30:00,54029.9,54040.05,53955.95,53983.75,3194998.0
2026-06-01 11:35:00,53984.8,54061.4,53975.3,54047.1,2047335.0
2026-06-01 11:40:00,54049.95,54056.8,54019.15,54029.6,1911880.0
2026-06-01 11:45:00,54030.75,54054.4,53995.45,54046.95,1588987.0
2026-06-01 11:50:00,54048.6,54085.0,54040.0,54064.25,1018170.0
2026-06-01 11:55:00,54062.35,54066.35,53881.6,53881.95,2462921.0
2026-06-01 12:00:00,53882.65,53929.95,53861.4,53920.0,2656537.0
2026-06-01 12:05:00,53918.05,53964.7,53888.85,53891.15,2163337.0
2026-06-01 12:10:00,53891.5,53949.4,53866.75,53938.35,2804615.0
2026-06-01 12:15:00,53935.25,53953.1,53903.7,53934.9,1950621.0
2026-06-01 12:20:00,53934.0,53936.85,53878.3,53890.05,1918636.0
2026-06-01 12:25:00,53892.2,53907.3,53862.45,53873.25,1370475.0
2026-06-01 12:30:00,53874.7,53900.45,53869.45,53877.95,2726709.0
2026-06-01 12:35:00,53878.85,53887.0,53844.8,53855.35,2127820.0
2026-06-01 12:40:00,53854.9,53865.35,53827.6,53864.05,1376005.0
2026-06-01 12:45:00,53864.65,53927.85,53852.05,53920.5,1750694.0
2026-06-01 12:50:00,53919.7,53927.35,53869.7,53894.9,1310891.0
2026-06-01 12:55:00,53894.9,53906.75,53798.6,53840.7,2002366.0
2026-06-01 13:00:00,53836.15,53858.95,53776.05,53790.35,2260387.0
2026-06-01 13:05:00,53788.9,53813.05,53718.1,53721.05,3009626.0
2026-06-01 13:10:00,53719.75,53721.8,53644.45,53659.2,4877652.0
2026-06-01 13:15:00,53659.35,53747.85,53654.15,53734.85,2023292.0
2026-06-01 13:20:00,53736.85,53754.3,53718.65,53718.65,1851320.0
2026-06-01 13:25:00,53717.75,53756.15,53688.95,53753.7,2118891.0
2026-06-01 13:30:00,53754.2,53797.35,53723.3,53759.3,1832403.0
2026-06-01 13:35:00,53760.35,53773.8,53708.2,53745.65,1856792.0
2026-06-01 13:40:00,53745.65,53748.5,53705.55,53707.1,1513009.0
2026-06-01 13:45:00,53707.35,53709.35,53662.35,53682.5,1901265.0
2026-06-01 13:50:00,53681.3,53686.6,53661.75,53671.45,1601796.0
2026-06-01 13:55:00,53672.1,53705.85,53670.8,53687.5,1706690.0
2026-06-01 14:00:00,53687.2,53695.4,53619.1,53672.85,3194348.0
2026-06-01 14:05:00,53671.9,53678.85,53590.75,53602.15,1980772.0
2026-06-01 14:10:00,53603.5,53612.0,53558.05,53577.75,2250884.0
2026-06-01 14:15:00,53577.95,53609.2,53525.1,53601.45,3290109.0
2026-06-01 14:20:00,53589.8,53590.35,53492.7,53518.55,3535108.0
2026-06-01 14:25:00,53516.05,53569.55,53516.05,53538.9,2397510.0
2026-06-01 14:30:00,53538.5,53581.2,53497.95,53533.25,2724294.0
2026-06-01 14:35:00,53532.5,53631.3,53532.5,53625.3,3667040.0
2026-06-01 14:40:00,53620.6,53633.35,53590.95,53619.4,2678133.0
2026-06-01 14:45:00,53618.3,53673.35,53584.25,53605.5,4413124.0
2026-06-01 14:50:00,53606.55,53615.4,53507.5,53525.05,3919180.0
2026-06-01 14:55:00,53522.05,53532.6,53470.0,53493.85,4412176.0
2026-06-01 15:00:00,53495.1,53668.6,53494.8,53664.0,13337064.0
2026-06-01 15:05:00,53668.3,53775.6,53625.95,53744.75,15084173.0
2026-06-01 15:10:00,53750.3,53771.6,53661.8,53665.55,12799388.0
2026-06-01 15:15:00,53665.25,53693.15,53618.35,53621.6,12947497.0
2026-06-01 15:20:00,53624.5,53647.6,53612.75,53627.8,14478298.0
2026-06-01 15:25:00,53623.35,53670.3,53591.65,53658.9,13444438.0
2026-06-02 09:15:00,53265.1,53385.65,53121.85,53292.05,18477149.0
2026-06-02 09:20:00,53292.1,53360.75,53228.65,53331.05,11988886.0
2026-06-02 09:25:00,53329.0,53344.9,53267.5,53298.1,7177963.0
2026-06-02 09:30:00,53302.55,53304.65,53210.05,53300.85,6526287.0
2026-06-02 09:35:00,53299.7,53409.45,53296.7,53397.75,5768487.0
2026-06-02 09:40:00,53394.25,53421.55,53287.4,53345.05,5008667.0
2026-06-02 09:45:00,53343.8,53361.65,53286.5,53340.95,4978733.0
2026-06-02 09:50:00,53340.8,53450.25,53306.55,53436.95,4666493.0
2026-06-02 09:55:00,53436.1,53463.75,53371.25,53435.55,5336681.0
2026-06-02 10:00:00,53442.25,53505.95,53414.25,53473.6,7809657.0
2026-06-02 10:05:00,53476.05,53511.35,53342.25,53342.25,5663950.0
2026-06-02 10:10:00,53343.35,53343.7,53226.3,53229.6,4777169.0
2026-06-02 10:15:00,53230.2,53309.9,53188.95,53292.7,5127299.0
2026-06-02 10:20:00,53291.6,53436.6,53286.8,53429.45,5290577.0
2026-06-02 10:25:00,53425.8,53486.3,53386.7,53445.15,5499566.0
2026-06-02 10:30:00,53446.45,53453.65,53287.15,53341.15,4586522.0
2026-06-02 10:35:00,53336.7,53356.25,53292.1,53338.15,4578179.0
2026-06-02 10:40:00,53334.55,53367.55,53321.6,53335.95,3214282.0
2026-06-02 10:45:00,53329.6,53352.15,53280.75,53286.5,3550455.0
2026-06-02 10:50:00,53286.6,53310.7,53189.05,53219.35,5638670.0
2026-06-02 10:55:00,53218.6,53299.7,53187.3,53282.75,7281571.0
2026-06-02 11:00:00,53282.95,53345.55,53262.55,53270.35,2898310.0
2026-06-02 11:05:00,53274.2,53294.15,53234.45,53237.05,2336397.0
2026-06-02 11:10:00,53236.4,53350.55,53232.9,53317.35,4329348.0
2026-06-02 11:15:00,53313.75,53329.85,53243.5,53296.8,3212009.0
2026-06-02 11:20:00,53296.75,53448.2,53294.45,53443.6,5617956.0
2026-06-02 11:25:00,53439.9,53444.7,53309.95,53339.5,3193895.0
2026-06-02 11:30:00,53339.5,53378.3,53319.35,53339.95,3574412.0
2026-06-02 11:35:00,53342.4,53348.65,53235.3,53238.9,2745330.0
2026-06-02 11:40:00,53239.0,53299.1,53232.15,53266.85,3630564.0
2026-06-02 11:45:00,53267.95,53285.05,53212.6,53255.6,5138023.0
2026-06-02 11:50:00,53255.6,53292.9,53240.55,53277.3,3601916.0
2026-06-02 11:55:00,53276.85,53297.5,53214.75,53232.45,4329888.0
2026-06-02 12:00:00,53232.45,53303.95,53209.7,53267.6,3234223.0
2026-06-02 12:05:00,53267.05,53291.45,53233.2,53283.25,2377804.0
2026-06-02 12:10:00,53281.5,53293.5,53242.5,53242.5,2545465.0
2026-06-02 12:15:00,53245.6,53313.55,53239.15,53261.2,3542993.0
2026-06-02 12:20:00,53262.6,53269.75,53227.15,53238.05,3053507.0
2026-06-02 12:25:00,53237.95,53253.55,53139.65,53156.0,5887858.0
2026-06-02 12:30:00,53153.0,53371.05,53135.8,53304.4,6363091.0
2026-06-02 12:35:00,53295.3,53346.4,53265.05,53321.05,4822796.0
2026-06-02 12:40:00,53325.1,53466.8,53317.0,53463.75,5164045.0
2026-06-02 12:45:00,53460.4,53720.05,53460.4,53684.05,11082536.0
2026-06-02 12:50:00,53687.6,53807.35,53684.7,53728.95,7328906.0
2026-06-02 12:55:00,53728.4,53824.05,53698.65,53787.25,5139136.0
2026-06-02 13:00:00,53784.35,53791.5,53718.25,53768.6,5341821.0
2026-06-02 13:05:00,53769.25,53810.75,53751.9,53775.5,5752127.0
2026-06-02 13:10:00,53777.9,53906.0,53755.45,53820.85,5874101.0
2026-06-02 13:15:00,53823.6,53867.35,53796.75,53801.4,4407900.0
2026-06-02 13:20:00,53800.3,53843.15,53759.1,53825.55,5351231.0
2026-06-02 13:25:00,53845.05,53883.2,53816.05,53872.2,3704815.0
2026-06-02 13:30:00,53872.9,53933.3,53872.9,53891.65,3950327.0
2026-06-02 13:35:00,53890.2,53896.85,53814.7,53832.25,3382686.0
2026-06-02 13:40:00,53832.95,53882.25,53795.85,53819.35,2712050.0
2026-06-02 13:45:00,53821.25,53903.7,53815.25,53889.2,4359085.0
2026-06-02 13:50:00,53887.1,53887.85,53820.8,53837.7,3958895.0
2026-06-02 13:55:00,53837.55,53846.95,53782.6,53827.35,3326264.0
2026-06-02 14:00:00,53830.5,53869.35,53822.85,53867.9,4772186.0
2026-06-02 14:05:00,53868.9,53911.45,53862.15,53910.35,3632542.0
2026-06-02 14:10:00,53910.55,53910.55,53850.2,53867.3,3002428.0
2026-06-02 14:15:00,53870.45,53900.3,53804.9,53815.7,3792145.0
2026-06-02 14:20:00,53815.7,53933.55,53806.4,53861.55,5394702.0
2026-06-02 14:25:00,53861.5,53914.3,53811.9,53838.4,6629965.0
2026-06-02 14:30:00,53841.2,53873.1,53802.65,53856.35,4347083.0
2026-06-02 14:35:00,53853.8,53857.6,53726.0,53726.05,4840425.0
2026-06-02 14:40:00,53724.2,53728.55,53644.0,53660.2,5072927.0
2026-06-02 14:45:00,53659.0,53689.85,53600.8,53681.35,4446517.0
2026-06-02 14:50:00,53690.75,53722.6,53664.65,53686.9,3219616.0
2026-06-02 14:55:00,53684.55,53689.45,53630.6,53631.15,3284474.0
2026-06-02 15:00:00,53627.6,53686.8,53587.7,53662.9,9729712.0
2026-06-02 15:05:00,53665.55,53743.85,53652.5,53728.8,10977812.0
2026-06-02 15:10:00,53728.8,53777.35,53722.8,53749.75,7102357.0
2026-06-02 15:15:00,53752.85,53823.55,53750.55,53786.25,9432670.0
2026-06-02 15:20:00,53789.1,53801.95,53761.85,53789.55,13197305.0
2026-06-02 15:25:00,53791.55,53816.25,53737.85,53813.6,10369624.0
2026-06-03 09:15:00,53541.1,53638.85,53194.3,53232.55,13308604.0
2026-06-03 09:20:00,53230.7,53310.9,53193.0,53263.8,6679428.0
2026-06-03 09:25:00,53270.4,53277.25,53169.9,53230.8,7572762.0
2026-06-03 09:30:00,53234.6,53236.75,53145.35,53156.05,6633392.0
2026-06-03 09:35:00,53155.75,53247.7,53127.5,53242.0,5464379.0
2026-06-03 09:40:00,53243.75,53243.8,53186.8,53211.95,3122887.0
2026-06-03 09:45:00,53214.25,53219.65,53141.7,53206.5,4356967.0
2026-06-03 09:50:00,53209.05,53317.3,53196.15,53197.45,3284818.0
2026-06-03 09:55:00,53200.9,53258.75,53139.7,53213.05,6562419.0
2026-06-03 10:00:00,53212.9,53290.15,53193.55,53290.15,2833680.0
2026-06-03 10:05:00,53287.85,53302.3,53242.9,53252.3,2183872.0
2026-06-03 10:10:00,53249.85,53250.05,53165.35,53185.15,2471672.0
2026-06-03 10:15:00,53182.05,53260.25,53169.85,53248.45,2325831.0
2026-06-03 10:20:00,53250.5,53274.9,53208.4,53208.4,2684415.0
2026-06-03 10:25:00,53211.4,53262.35,53189.6,53208.2,4759647.0
2026-06-03 10:30:00,53209.8,53220.6,53091.45,53094.8,2025805.0
2026-06-03 10:35:00,53098.25,53166.55,53095.45,53155.8,1856755.0
2026-06-03 10:40:00,53154.05,53186.35,53138.9,53140.95,1736645.0
2026-06-03 10:45:00,53142.4,53171.85,53112.8,53164.85,1630104.0
2026-06-03 10:50:00,53165.45,53165.45,53101.65,53161.45,1878005.0
2026-06-03 10:55:00,53160.8,53168.75,53103.55,53131.85,1735974.0
2026-06-03 11:00:00,53135.7,53174.85,53111.2,53126.9,1344632.0
2026-06-03 11:05:00,53126.55,53126.55,53070.05,53076.05,1565500.0
2026-06-03 11:10:00,53078.6,53123.7,53077.5,53090.5,1459767.0
2026-06-03 11:15:00,53091.8,53197.8,53087.6,53170.7,1668986.0
2026-06-03 11:20:00,53172.0,53236.6,53162.3,53186.15,2202790.0
2026-06-03 11:25:00,53186.3,53227.3,53162.0,53195.4,1595566.0
2026-06-03 11:30:00,53199.05,53245.7,53176.65,53227.65,1938792.0
2026-06-03 11:35:00,53224.5,53233.75,53167.0,53170.0,2483087.0
2026-06-03 11:40:00,53173.05,53173.05,53126.3,53151.0,1639553.0
2026-06-03 11:45:00,53151.7,53172.5,53142.55,53167.8,2185147.0
2026-06-03 11:50:00,53168.5,53213.0,53159.45,53203.55,2662327.0
2026-06-03 11:55:00,53203.1,53208.55,53146.7,53148.9,2613792.0
2026-06-03 12:00:00,53151.1,53187.25,53027.15,53072.8,4794201.0
2026-06-03 12:05:00,53073.15,53131.55,53064.25,53119.1,2519200.0
2026-06-03 12:10:00,53116.65,53120.3,53063.4,53093.45,4028038.0
2026-06-03 12:15:00,53092.25,53092.25,53067.0,53091.2,2394803.0
2026-06-03 12:20:00,53089.75,53140.0,53080.75,53118.8,2273531.0
2026-06-03 12:25:00,53118.4,53295.35,53110.9,53295.35,4786711.0
2026-06-03 12:30:00,53298.05,53518.8,53296.85,53477.9,9391323.0
2026-06-03 12:35:00,53483.6,53663.4,53468.1,53591.3,15450459.0
2026-06-03 12:40:00,53595.0,53724.2,53590.8,53661.9,7375656.0
2026-06-03 12:45:00,53662.4,53733.45,53602.7,53611.5,4622663.0
2026-06-03 12:50:00,53611.9,53663.0,53546.25,53548.35,3059030.0
2026-06-03 12:55:00,53551.1,53613.45,53540.0,53572.35,2938965.0
2026-06-03 13:00:00,53577.15,53652.8,53567.85,53591.85,2790167.0
2026-06-03 13:05:00,53591.6,53596.05,53525.25,53564.55,2370711.0
2026-06-03 13:10:00,53568.4,53606.65,53535.9,53606.65,1735474.0
2026-06-03 13:15:00,53623.95,53729.3,53622.4,53669.95,3494517.0
2026-06-03 13:20:00,53686.0,53822.6,53678.85,53782.4,9511305.0
2026-06-03 13:25:00,53784.5,53834.5,53755.85,53795.3,3448086.0
2026-06-03 13:30:00,53806.6,53828.65,53717.4,53764.75,4531133.0
2026-06-03 13:35:00,53768.3,53771.05,53724.2,53734.35,2407444.0
2026-06-03 13:40:00,53736.3,53775.8,53689.9,53698.5,2361074.0
2026-06-03 13:45:00,53702.35,53951.5,53694.7,53869.9,5100606.0
2026-06-03 13:50:00,53872.15,53880.0,53816.75,53868.95,3005774.0
2026-06-03 13:55:00,53868.9,53885.6,53808.25,53882.65,3624594.0
2026-06-03 14:00:00,53886.25,53979.2,53886.25,53979.2,3655634.0
2026-06-03 14:05:00,53974.55,54003.2,53909.0,53945.4,4648420.0
2026-06-03 14:10:00,53946.6,53955.5,53860.3,53937.15,2985849.0
2026-06-03 14:15:00,53940.6,54001.1,53929.7,53972.4,3216422.0
2026-06-03 14:20:00,53966.5,54048.9,53940.4,54029.95,3379987.0
2026-06-03 14:25:00,54028.85,54031.0,53909.0,53935.45,2557905.0
2026-06-03 14:30:00,53938.2,54012.4,53926.6,54004.4,2813886.0
2026-06-03 14:35:00,54007.65,54039.15,53950.1,54028.8,3345125.0
2026-06-03 14:40:00,54029.2,54155.9,54026.5,54095.85,6720096.0
2026-06-03 14:45:00,54096.15,54170.5,54086.1,54158.5,7247408.0
2026-06-03 14:50:00,54160.7,54257.85,54147.95,54210.4,8354366.0
