ts,side,strike,spot,close,oi
2026-09-02 13:20:00,PE,76400.0,76448.69,192.85,3014480
2026-09-02 13:25:00,PE,76400.0,76443.65,196.65,3073480
2026-09-02 13:30:00,PE,76400.0,76444.51,191.8,3213900
2026-09-02 13:35:00,PE,76400.0,76419.79,206.0,3210720
2026-09-02 13:40:00,PE,76400.0,76425.19,205.25,3367980
2026-09-02 13:45:00,PE,76400.0,76423.45,210.1,3305100
2026-09-02 13:50:00,PE,76400.0,76420.27,200.8,3369620
2026-09-02 13:55:00,PE,76400.0,76439.64,187.2,3369120
2026-09-02 14:00:00,PE,76500.0,76463.73,226.85,2742280
2026-09-02 14:05:00,PE,76500.0,76517.93,194.0,2886240
2026-09-02 14:10:00,PE,76500.0,76495.56,206.25,3203720
2026-09-02 14:15:00,PE,76500.0,76481.16,214.3,3218420
2026-09-02 14:20:00,PE,76500.0,76459.2,240.2,3157360
2026-09-02 14:25:00,PE,76500.0,76487.7,212.35,2969760
2026-09-02 14:30:00,PE,76500.0,76531.17,193.1,3104700
2026-09-02 14:35:00,PE,76500.0,76521.24,199.4,3221380
2026-09-02 14:40:00,PE,76500.0,76473.14,230.85,3194720
2026-09-02 14:45:00,PE,76500.0,76515.69,208.9,3079720
2026-09-02 14:50:00,PE,76500.0,76463.84,228.1,3206280
2026-09-02 14:55:00,PE,76400.0,76426.52,191.7,3303780
2026-09-02 15:00:00,PE,76400.0,76381.7,208.0,3082520
2026-09-02 15:05:00,PE,76400.0,76379.58,192.75,2872740
2026-09-02 15:10:00,PE,76500.0,76469.92,211.65,2288820
2026-09-02 15:15:00,PE,76500.0,76469.92,221.25,2278260
2026-09-02 15:20:00,PE,76500.0,76469.92,211.0,2142920
2026-09-02 15:25:00,PE,76600.0,76570.35,257.4,678520
2026-09-02 15:30:00,PE,76600.0,76570.35,283.95,651260
2026-09-02 15:35:00,PE,76600.0,76570.35,272.7,589720
2026-09-03 09:15:00,PE,76800.0,76755.0,154.3,2347360
2026-09-01 09:15:00,CE,77000.0,76878.59,288.65,992560
2026-09-01 09:20:00,CE,77000.0,76866.64,276.35,1151960
2026-09-01 09:25:00,CE,77000.0,76943.41,309.0,1159360
2026-09-01 09:30:00,CE,77100.0,76958.62,257.95,482240
2026-09-01 09:35:00,CE,77000.0,76865.38,268.35,1448420
2026-09-01 09:40:00,CE,76900.0,76831.38,300.4,753240
2026-09-01 09:45:00,CE,76900.0,76805.71,298.65,899800
2026-09-01 09:50:00,CE,76900.0,76807.91,291.85,946860
2026-09-01 09:55:00,CE,76900.0,76800.79,286.25,1011380
2026-09-01 10:00:00,CE,77000.0,76853.58,253.6,1836380
2026-09-01 10:05:00,CE,77000.0,76851.7,250.35,1879780
2026-09-01 10:10:00,CE,77000.0,76878.41,255.15,1894280
2026-09-01 10:15:00,CE,77000.0,76929.55,271.0,1857660
2026-09-01 10:20:00,CE,77100.0,76966.24,238.75,637760
2026-09-01 10:25:00,CE,77100.0,76962.34,236.9,638660
2026-09-01 10:30:00,CE,77100.0,76984.86,239.5,652500
2026-09-01 10:35:00,CE,77100.0,76994.74,243.45,667280
2026-09-01 10:40:00,CE,77100.0,76963.62,238.6,662740
2026-09-01 10:45:00,CE,77100.0,76979.66,243.35,668180
2026-09-01 10:50:00,CE,77100.0,77038.66,271.5,669500
2026-09-01 10:55:00,CE,77100.0,77026.1,269.4,722460
2026-09-01 11:00:00,CE,77100.0,77034.56,266.5,718580
2026-09-01 11:05:00,CE,77200.0,77071.71,245.25,745480
2026-09-01 11:10:00,CE,77200.0,77114.98,272.55,756620
2026-09-01 11:15:00,CE,77300.0,77166.65,257.4,550100
2026-09-01 11:20:00,CE,77300.0,77180.6,261.45,538420
2026-09-01 11:25:00,CE,77300.0,77196.3,274.2,514940
2026-09-01 11:30:00,CE,77300.0,77190.28,274.65,569440
2026-09-01 11:35:00,CE,77300.0,77156.25,246.15,558160
2026-09-01 11:40:00,CE,77300.0,77169.23,254.8,573980
2026-09-01 11:45:00,CE,77200.0,77137.65,293.25,978740
2026-09-01 11:50:00,CE,77300.0,77172.29,250.6,606740
2026-09-01 11:55:00,CE,77300.0,77175.01,256.0,619820
2026-09-01 12:00:00,CE,77300.0,77198.01,264.7,606980
2026-09-01 12:05:00,CE,77300.0,77221.94,279.95,622900
2026-09-01 12:10:00,CE,77300.0,77192.67,261.8,631580
2026-09-01 12:15:00,CE,77300.0,77173.47,244.85,623080
2026-09-01 12:20:00,CE,77200.0,77136.86,275.35,1013220
2026-09-01 12:25:00,CE,77300.0,77170.38,241.0,633420
2026-09-01 12:30:00,CE,77300.0,77158.51,241.15,645900
2026-09-01 12:35:00,CE,77300.0,77156.93,244.05,642860
