entry_minute,n,win_rate,mean_pct,median_pct,mean_pts,p05_pct,p95_pct,worst_pct,premium0_med,profit_factor
5,45,51.11,3.4,2.41,18.05,-51.88,75.51,-51.96,266.76,1.3
45,45,57.78,12.25,25.84,48.51,-52.02,76.71,-52.31,250.6,2.0
225,45,77.78,27.46,44.8,80.73,-52.19,71.43,-52.86,197.4,5.41
315,45,71.11,18.38,39.19,39.06,-53.17,64.0,-54.19,159.38,3.09
345,45,71.11,12.32,32.87,17.75,-53.92,49.98,-54.28,115.8,2.22
