entry_minute,n,win_rate,mean_pct,median_pct,mean_pts,p05_pct,p95_pct,worst_pct,premium0_med,profit_factor
5,442,49.55,11.12,-3.33,33.35,-33.23,80.95,-34.17,249.22,1.87
45,442,44.8,6.04,-31.06,17.53,-33.85,77.73,-35.35,210.4,1.47
225,442,54.07,12.17,12.48,23.77,-34.67,73.55,-36.32,159.19,2.02
315,442,56.56,10.42,16.67,14.13,-36.63,60.02,-40.42,106.63,1.98
345,442,60.63,6.58,19.26,7.29,-38.62,43.44,-43.54,74.55,1.85
