entry_minute,n,win_rate,mean_pct,median_pct,mean_pts,p05_pct,p95_pct,worst_pct,premium0_med,profit_factor
5,268,59.33,18.39,24.21,22.43,-32.62,82.68,-33.64,100.72,2.78
