entry_minute,n,win_rate,mean_pct,median_pct,mean_pts,p05_pct,p95_pct,worst_pct,premium0_med,profit_factor
5,268,57.84,8.28,15.96,10.81,-52.98,81.67,-54.1,88.84,1.63
45,268,53.36,4.56,9.61,5.41,-53.75,79.12,-55.73,74.48,1.32
225,268,55.22,6.48,17.84,4.92,-55.1,72.92,-57.27,55.42,1.4
315,268,54.48,4.06,13.84,2.55,-57.24,61.81,-59.44,38.58,1.34
345,268,60.45,1.25,14.9,0.65,-58.38,45.13,-64.07,27.18,1.14
