entry_minute,n,win_rate,mean_pct,median_pct,mean_pts,p05_pct,p95_pct,worst_pct,premium0_med,profit_factor
5,45,37.78,0.25,-15.93,-8.62,-49.94,108.46,-53.06,269.03,0.86
45,45,28.89,-2.15,-22.03,-19.85,-50.76,96.51,-60.88,257.42,0.72
225,45,20.0,-10.25,-22.85,-47.03,-52.85,69.97,-71.8,217.05,0.31
315,45,28.89,-6.86,-14.39,-19.91,-37.27,41.78,-53.59,196.85,0.43
345,45,33.33,-3.45,-11.62,-9.03,-26.61,39.72,-30.0,171.13,0.58
