date,open,close,range_pct,oc_move_pct,fh_range_pct,move_0915_1430,move_1430_1525,move_1500_1525,move_1415_1525,range_1430_1525_pct,range_1500_1525_pct,straddle_open_pts,straddle_open_pct,sigma_day,is_expiry,is_monthly,gap_pct,rv20,vol_regime,range20,range_gt_straddle,range_gt_2straddle,close_outside_straddle,last_hour_same_sign
2023-05-15,62081.97,62308.22,0.9748079837028372,0.3644375331517402,0.5594216807230874,0.6056025606146154,-0.2118705804258103,-0.18262437131283393,-0.3701255571905038,0.3200073521477055,0.30112281236727834,266.93969052049215,0.4299794135406659,0.0053803828268382285,False,False,0.22500079009879492,0.489125711530748,low,0.7608892715906703,True,True,False,False
2023-05-16,62314.53,61915.88,1.0025591142226347,-0.6397384366053971,0.4808188395226645,-0.2554139459930105,-0.3788087819282637,-0.13420290233734367,-0.2697166477309887,0.5000372453739647,0.33251547139636056,272.6980676784988,0.43761554115629014,0.00548038308384772,False,False,0.26624095504572676,0.4982166439861563,low,0.7761827066904882,True,True,True,True
2023-05-17,61850.69,61618.92,1.017935289000007,-0.37472500306787726,0.28512212232393613,-0.6515691255829181,0.23345059838701943,0.11134112580344357,0.28267173883418373,0.29838387740858247,0.19547275604558262,258.8169157223674,0.41845437087665055,0.005181297875356458,False,False,0.026552154310022225,0.4710270795778597,low,0.7481933860682671,True,True,False,False
2023-05-18,61889.46,61461.05,0.9774685382615991,-0.692218028724112,0.43256153794200036,-0.4915699700724474,-0.19736875221543215,-0.055936705666259634,-0.2075772431696321,0.41807102124973977,0.2886106362995364,259.2821432784913,0.41894394179314426,0.005247479777550859,False,False,0.5176007628825641,0.4770436161409871,low,0.7565177076705585,True,True,True,True
2023-05-19,61589.88,61732.25,0.8628527933485182,0.23115810584466434,0.5883758825313468,0.0341452199614789,0.20389245995553473,0.20070482027536585,0.20024945973382557,0.32417959741221675,0.280525805728582,265.2778037700991,0.43071654591647063,0.005395292999018326,True,False,0.15489484803790088,0.4904811817289387,low,0.7808223858352713,True,True,False,True
2023-05-22,61641.25,61913.81,0.7538458418672566,0.4421714355240969,0.664068298420301,0.43006915012269165,0.031612265946878715,-0.07729070113799974,-0.04838925752027601,0.271910716752,0.22348146362447885,271.3215026837497,0.44016223338064964,0.0054776150015393935,False,False,-0.24698597572582193,0.49796500013994477,low,0.7949661356910452,True,False,True,True
2023-05-23,62138.6,61956.09,0.530411048848858,-0.29371437399620115,0.23305964408596222,0.05632569771445439,-0.37118648429558254,-0.22732123197701792,-0.3613465951480044,0.4253413024177418,0.2935058094724984,275.0357448885952,0.4426165779219281,0.005514132002544808,False,False,0.2977526338631131,0.5012847275040734,low,0.8017951897634183,True,False,False,False
2023-05-24,61764.02,61803.6,0.7206137165294645,0.06408261638410906,0.5068484855746159,0.19974412287282473,-0.12668170365562892,0.09402287544495458,-0.11477050504679065,0.342993944323721,0.18004587137392147,269.8349383344139,0.43688046589974866,0.005442770316688188,False,False,-0.1966069840753315,0.494797301517108,low,0.7883363267476615,True,False,False,False
2023-05-25,61735.8,61922.25,0.7157435394050172,0.30201277054804354,0.36471544873476364,-0.15511259269338495,0.40366618840610435,0.062311722881958076,0.4435730915328895,0.5097822778830058,0.2208719372834297,272.128795923054,0.4407957715345942,0.0054955808267433594,False,False,-0.15770925965478133,0.499598256976669,low,0.7992732382939112,True,False,False,False
2023-05-26,61969.03,62500.96,0.9959975168241283,0.8583803877517449,0.3260338268970821,0.8353688931390435,0.018227878892629334,0.05310180498110384,0.07439357467531327,0.17871002949427361,0.1313217082484038,273.4408897818903,0.44125410673991555,0.0055062723133651225,True,True,0.10191813120485893,0.5005702103059202,low,0.801167346488929,True,True,True,True
2023-05-29,62963.94,62833.94,0.35556860005901375,-0.2064673843472975,0.35556860005901375,-0.23657985824901973,0.0667197537912001,-0.009910421245407086,-0.1404552841911988,0.16346419277694632,0.13624840765142018,282.9875217371591,0.4494437955076495,0.005602105420021261,False,False,0.48092061305937683,0.5092823109110237,low,0.8156365162134023,False,False,False,False
2023-05-30,62759.86,63015.62,0.4759730184229238,0.40752162289718896,0.4343859275657965,0.2954914176035439,0.13243242427434243,0.12128226568932643,0.14788132630816353,0.19906169339701865,0.19903952705794306,270.58433104838696,0.4311423432881893,0.005363784494039114,False,False,0.009405744729673593,0.48761677218537397,low,0.7757919944373256,True,False,False,True
2023-05-31,62858.68,62562.77,0.7520679721559503,-0.4707543970061123,0.37797484770599143,-0.44062331566618873,0.10664457714562037,-0.011762674241599935,0.2405673132463093,0.3216754543779607,0.3212949730767192,272.0513723889817,0.43279841763934856,0.005382484274523213,False,False,-0.2787404138846816,0.4893167522293829,low,0.7812671942281618,True,False,True,False
2023-06-01,62597.32,62432.37,0.6354904650869968,-0.26350968380115525,0.3494878055482196,-0.02656663256509484,-0.25018899599860145,-0.19371565688089953,-0.2269120541174896,0.3652085012165823,0.33654018336795033,272.9109510310118,0.4359786505732383,0.005463904165724163,False,False,0.27764115943076373,0.49671856052037844,low,0.7986206577507995,True,False,False,True
2023-06-02,62607.74,62528.44,0.5370422251306359,-0.1266616555716471,0.5022382216639705,-0.13753890493412024,0.016890154655291312,-0.028984663867426264,-0.04699369053758895,0.3103885807199807,0.23029458522353785,264.8081313588591,0.4229638881053031,0.005299958136887742,True,False,0.2716539513076377,0.4818143760807038,low,0.7750765280002618,True,False,False,False
2023-06-05,62872.13,62803.34,0.3031390856330202,-0.10941254893066521,0.25645703430120464,0.031619733576704334,-0.1318927475843168,-0.03162555848078563,-0.13357592497870163,0.20799144438221157,0.13250265443005316,260.49513562334323,0.41432529106830523,0.005172678811475631,False,False,0.3690320756442933,0.4702435283159664,low,0.7544000047623373,False,False,False,False
2023-06-06,62747.89,62852.35,0.49821595594687784,0.16647571735082245,0.2681843166359954,-0.19581534932888722,0.35140906941026895,0.27186408550818886,0.3826980057662688,0.43231922321142247,0.38967876990236244,249.29414114979954,0.3972948590778105,0.004922161374933665,False,False,-0.10348175749888,0.44746921590306044,low,0.7133480101451719,True,False,False,False
2023-06-07,63009.4,63165.73,0.5605512828244629,0.24810583817653775,0.22683917002859935,0.060467168390743176,0.21718545541060674,0.10167893821713125,0.268124636696343,0.247638685118359,0.15711281244925085,246.28851464878608,0.3908758290807182,0.004896999807369376,False,False,0.10348061766982664,0.44518180066994323,low,0.7082091114415298,True,False,False,True
2023-06-08,63212.94,62878.02,0.840508288334643,-0.5298282282077182,0.21372206386856638,-0.3068200909497443,-0.25719231615739524,-0.06458123236317004,-0.27320709430928014,0.4250623502534754,0.19795689910240044,245.96121590692928,0.38909947220763547,0.004872842706673738,False,False,-0.040464979982035576,0.4429857006067034,low,0.7038230873583846,True,True,True,True
2023-06-09,62949.92,62639.92,0.6260849894646453,-0.4924549546687307,0.36689482687189934,-0.48856297196246956,-0.04801861743098934,-0.021636436333616338,-0.08030307068281894,0.22010661474014692,0.13007410359685256,252.34465181089763,0.4008657228013914,0.004962831665672136,True,False,-0.10709624762357262,0.4511665150611033,low,0.7183848344963575,True,False,True,True
