ts,offset,side,strike,spot,open,high,low,close,iv,volume,oi
2026-08-20 09:25:00,ATM-3,CE,13750.0,14558.0,777.3,777.3,747.65,776.3,0.0,300,40700
2026-08-20 09:30:00,ATM-3,CE,13750.0,14605.0,776.3,830.1,776.3,830.1,0.0,50,40700
2026-08-20 09:35:00,ATM-3,CE,14000.0,14687.0,830.1,856.45,635.0,700.4,0.0,4100,139600
2026-08-20 09:40:00,ATM-3,CE,14000.0,14750.0,710.0,769.75,700.4,760.0,0.0,8950,137850
2026-08-20 09:45:00,ATM-3,CE,14000.0,14720.0,762.9,767.95,710.2,731.95,0.0,4000,137550
2026-08-20 09:50:00,ATM-3,CE,14000.0,14716.0,729.2,731.95,707.65,730.0,0.0,2750,137500
2026-08-20 09:55:00,ATM-3,CE,14000.0,14706.0,733.45,761.95,720.5,723.3,0.0,3850,137300
2026-08-20 10:00:00,ATM-3,CE,14000.0,14692.0,731.0,732.0,713.95,722.6,26.038221,1700,137650
2026-08-20 10:05:00,ATM-3,CE,14000.0,14679.0,722.0,732.4,710.5,712.75,27.200288,1950,137050
2026-08-20 10:10:00,ATM-3,CE,14000.0,14645.0,696.75,712.75,670.0,677.0,25.423439,3350,136650
2026-08-20 10:15:00,ATM-3,CE,13750.0,14620.0,689.6,950.0,662.45,879.9,0.0,1600,40300
2026-08-20 10:20:00,ATM-3,CE,14000.0,14628.0,879.9,879.9,646.4,657.65,23.806442,150,135500
2026-08-20 10:25:00,ATM-3,CE,13750.0,14620.0,660.7,879.9,657.65,879.9,0.0,200,40300
2026-08-20 10:30:00,ATM-3,CE,14000.0,14664.0,651.25,879.9,647.35,683.0,0.0,1400,135800
2026-08-20 10:35:00,ATM-3,CE,14000.0,14669.0,694.2,714.5,681.9,687.5,0.0,1550,135650
2026-08-20 10:40:00,ATM-3,CE,14000.0,14719.0,706.55,739.9,687.5,735.0,0.0,4150,133350
2026-08-20 10:45:00,ATM-3,CE,14000.0,14703.0,735.75,735.75,722.6,731.95,25.582429,1150,133650
2026-08-20 10:50:00,ATM-3,CE,14000.0,14675.0,735.0,740.4,709.05,709.05,27.348333,1650,133850
2026-08-20 10:55:00,ATM-3,CE,14000.0,14680.0,709.05,724.8,709.05,709.8,25.447884,800,134150
2026-08-20 11:00:00,ATM-3,CE,14000.0,14690.0,716.05,716.05,700.0,713.6,21.46761,400,134250
2026-08-20 11:05:00,ATM-3,CE,14000.0,14691.0,717.85,718.0,713.6,718.0,24.137257,100,134300
2026-08-20 11:10:00,ATM-3,CE,14000.0,14692.0,718.0,718.7,704.5,712.9,17.899712,550,134250
2026-08-20 11:15:00,ATM-3,CE,14000.0,14684.0,712.9,712.9,703.15,703.15,0.0,100,134350
2026-08-20 11:20:00,ATM-3,CE,14000.0,14667.0,703.15,703.15,674.0,674.9,0.0,500,134200
2026-08-20 11:25:00,ATM-3,CE,14000.0,14653.0,674.9,676.55,652.9,652.9,0.0,1850,134500
2026-08-20 11:30:00,ATM-3,CE,14000.0,14685.0,660.0,690.0,652.9,685.75,0.0,1000,134650
2026-08-20 11:35:00,ATM-3,CE,14000.0,14710.0,685.75,727.85,685.75,718.1,0.0,2450,134600
2026-08-20 11:40:00,ATM-3,CE,14000.0,14720.0,729.0,772.15,718.1,751.2,27.442951,7350,133450
2026-08-20 11:45:00,ATM-3,CE,14000.0,14720.0,739.05,751.2,733.05,740.0,15.646908,1000,133450
2026-08-20 11:50:00,ATM-3,CE,14000.0,14715.0,740.0,749.8,737.05,741.2,24.382906,800,133450
2026-08-20 11:55:00,ATM-3,CE,14000.0,14722.0,735.8,741.2,727.65,737.9,0.0,2050,133550
2026-08-20 12:00:00,ATM-3,CE,14000.0,14768.0,740.9,798.0,737.9,795.9,26.953032,3850,132900
2026-08-20 12:05:00,ATM-3,CE,14000.0,14745.0,775.55,799.85,775.55,781.0,30.495306,5050,128250
2026-08-20 12:10:00,ATM-3,CE,14000.0,14750.0,781.0,790.0,768.9,774.0,23.594799,1150,128500
2026-08-20 12:15:00,ATM-3,CE,14000.0,14768.0,774.0,800.0,774.0,779.55,0.0,700,128600
2026-08-20 12:20:00,ATM-3,CE,14000.0,14755.0,784.9,797.7,779.55,782.55,26.450371,750,128350
2026-08-20 12:25:00,ATM-3,CE,14000.0,14762.0,773.45,793.0,773.45,790.3,27.127526,950,128350
2026-08-20 12:30:00,ATM-3,CE,14000.0,14750.0,780.95,790.3,744.6,762.0,0.0,650,128250
2026-08-20 12:35:00,ATM-3,CE,14000.0,14756.0,768.9,768.9,759.5,761.45,0.0,1700,128200
2026-08-20 12:40:00,ATM-3,CE,14000.0,14762.0,772.2,798.0,761.45,791.0,27.599136,1050,128000
2026-08-20 12:45:00,ATM-3,CE,14000.0,14774.0,792.55,803.9,786.5,796.8,23.108069,650,128000
2026-08-20 12:50:00,ATM-3,CE,14000.0,14763.0,803.7,803.7,785.6,785.6,22.640351,1550,127950
2026-08-20 12:55:00,ATM-3,CE,14000.0,14785.0,785.0,822.1,781.1,822.1,32.316138,3150,126650
2026-08-20 13:00:00,ATM-3,CE,14000.0,14754.0,820.4,822.1,791.45,791.45,31.554092,1100,126350
2026-08-20 13:05:00,ATM-3,CE,14000.0,14749.0,786.0,791.45,772.3,772.3,23.122813,450,126600
2026-08-20 13:10:00,ATM-3,CE,14000.0,14757.0,783.4,793.25,772.3,786.05,27.592103,450,126600
2026-08-20 13:15:00,ATM-3,CE,14000.0,14777.0,786.05,802.95,785.5,802.95,26.121638,300,126500
2026-08-20 13:20:00,ATM-3,CE,14000.0,14785.0,802.95,812.9,796.75,810.0,25.608628,1200,126100
2026-08-20 13:25:00,ATM-3,CE,14000.0,14800.0,815.45,835.55,810.0,823.6,24.75115,1750,125900
2026-08-20 13:30:00,ATM-3,CE,14000.0,14805.0,823.6,823.6,799.6,814.75,0.0,900,125600
2026-08-20 13:35:00,ATM-3,CE,14000.0,14793.0,817.55,819.6,796.2,796.2,0.0,1400,125550
2026-08-20 13:40:00,ATM-3,CE,14000.0,14805.0,805.85,813.0,794.15,813.0,0.0,600,125100
