index,cond,k,window,n,signals_per_day,k_share,p0_med,otm_pts_med,p_2x,p_3x,p_5x,p_10x,net_mean,net_median,p_net_pos,p_lose_half,take5_mean,take3_mean
SENSEX,LEAN,1,all,22,0.4888888888888889,,66.48547751765727,96.52499999999418,9.090909090909092,0.0,0.0,0.0,-27.146422169838306,-34.46817828896087,31.818181818181817,27.27272727272727,-27.146422169838306,-27.146422169838306
SENSEX,LEAN,2,09:15–09:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,09:45–10:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,10:15–10:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,10:45–11:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,11:15–11:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,11:45–12:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,2,12:15–12:45,3,0.06666666666666667,,59.656114519617404,192.02999999999884,0.0,0.0,0.0,0.0,-51.90479807728453,-88.24413417838531,33.33333333333333,66.66666666666666,-51.90479807728453,-51.90479807728453
SENSEX,LEAN,2,12:45–13:15,5,0.1111111111111111,,55.794716746389895,209.6600000000035,0.0,0.0,0.0,0.0,-41.556794350139405,-30.660420949714705,0.0,40.0,-41.556794350139405,-41.556794350139405
SENSEX,LEAN,2,13:15–13:45,7,0.15555555555555556,,28.94433261847007,207.7699999999968,14.285714285714285,0.0,0.0,0.0,-30.32147177679717,-56.75629944759305,14.285714285714285,57.14285714285714,-30.32147177679717,-30.32147177679717
SENSEX,LEAN,2,13:45–14:15,6,0.13333333333333333,,24.25961799646757,184.34000000000015,50.0,16.666666666666664,0.0,0.0,-20.837921403760877,-13.57992376889317,16.666666666666664,33.33333333333333,-20.837921403760877,-2.526780745530062
SENSEX,LEAN,2,14:15–14:55,1,0.022222222222222223,,65.20621645404754,151.58000000000175,0.0,0.0,0.0,0.0,-93.958271270831,-93.958271270831,0.0,100.0,-93.958271270831,-93.958271270831
SENSEX,LEAN,2,all,22,0.4888888888888889,,35.36470773824203,196.52499999999418,18.181818181818183,4.545454545454546,0.0,0.0,-36.12429400516033,-53.15985065814424,13.636363636363635,50.0,-36.12429400516033,-31.130346552915555
SENSEX,LEAN,3,09:15–09:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,09:45–10:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,10:15–10:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,10:45–11:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,11:15–11:45,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,11:45–12:15,0,0.0,,,,,,,,,,,,,
SENSEX,LEAN,3,12:15–12:45,3,0.06666666666666667,,35.57412212967574,292.02999999999884,0.0,0.0,0.0,0.0,-54.87044544331913,-89.06330550924022,33.33333333333333,66.66666666666666,-54.87044544331913,-54.87044544331913
SENSEX,LEAN,3,12:45–13:15,5,0.1111111111111111,,33.52555928932816,309.6600000000035,0.0,0.0,0.0,0.0,-44.84390328005438,-34.2930265909949,0.0,20.0,-44.84390328005438,-44.84390328005438
SENSEX,LEAN,3,13:15–13:45,7,0.15555555555555556,,13.230735730820925,307.7699999999968,14.285714285714285,14.285714285714285,0.0,0.0,-31.6134587723162,-53.069635090598766,14.285714285714285,71.42857142857143,-31.6134587723162,-28.00556428631956
SENSEX,LEAN,3,13:45–14:15,6,0.13333333333333333,,9.452367901919388,284.34000000000015,50.0,0.0,0.0,0.0,-45.14636334736018,-47.34770738376024,0.0,50.0,-45.14636334736018,-45.14636334736018
SENSEX,LEAN,3,14:15–14:55,1,0.022222222222222223,,38.887336922427494,251.58000000000175,0.0,0.0,0.0,0.0,-89.97175467547717,-89.97175467547717,0.0,100.0,-89.97175467547717,-89.97175467547717
SENSEX,LEAN,3,all,22,0.4888888888888889,,16.83994945028371,296.5249999999942,18.181818181818183,4.545454545454546,0.0,0.0,-44.135227222549126,-51.8315308738893,9.090909090909092,54.54545454545454,-44.135227222549126,-42.987260795186565
SENSEX,ANY,0,09:15–09:45,540,,"{""1"": 0.96, ""2"": 0.04}",92.60921368433628,100.0,17.962962962962965,4.2592592592592595,0.1851851851851852,0.0,4.636414581190242,-11.25479235487689,41.11111111111111,18.14814814814815,4.795297656408065,4.782210414875572
SENSEX,ANY,0,09:45–10:15,540,,"{""1"": 0.9, ""2"": 0.1}",87.9298570630981,102.40499999999884,16.11111111111111,1.1111111111111112,0.7407407407407408,0.0,1.8630773687276214,-9.861409316659753,38.7037037037037,15.37037037037037,0.6749126757398511,-0.7829066728692305
SENSEX,ANY,0,10:15–10:45,540,,"{""1"": 0.89, ""2"": 0.11}",88.33210249723743,101.38999999999942,12.222222222222221,3.5185185185185186,0.3703703703703704,0.0,1.8420582684985791,-13.047500780972277,37.03703703703704,15.185185185185185,1.7218423781829115,0.9684656249572013
SENSEX,ANY,0,10:45–11:15,540,,"{""1"": 0.85, ""2"": 0.15}",83.98798478148638,103.4849999999933,17.40740740740741,3.5185185185185186,0.5555555555555556,0.0,6.650251773956323,-10.736428495615618,43.51851851851852,17.22222222222222,7.038080446429322,5.606834722031757
SENSEX,ANY,0,11:15–11:45,540,,"{""1"": 0.81, ""2"": 0.19}",80.8328701897808,105.41000000000349,13.703703703703704,3.7037037037037033,0.5555555555555556,0.0,4.372176344167805,-7.122477445127428,43.7037037037037,13.148148148148147,4.324659032430612,2.7626636689965416
SENSEX,ANY,0,11:45–12:15,540,,"{""1"": 0.8, ""2"": 0.2}",78.08498386384053,105.1050000000032,16.296296296296298,7.037037037037037,1.8518518518518516,0.0,4.508491065570689,-11.650926502471414,39.25925925925926,15.185185185185185,5.227031548109289,3.6168040423780745
SENSEX,ANY,0,12:15–12:45,540,,"{""1"": 0.78, ""2"": 0.22}",77.38067936770494,108.74499999999534,15.185185185185185,5.185185185185185,1.1111111111111112,0.0,-0.7090226060824691,-10.228396809062062,42.77777777777778,21.296296296296298,0.6423325290124975,1.048832248149831
SENSEX,ANY,0,12:45–13:15,540,,"{""1"": 0.72, ""2"": 0.28}",71.88936823466611,113.79000000000087,21.666666666666668,5.0,0.5555555555555556,0.0,-3.690334777239828,-15.318827825817467,39.62962962962963,24.25925925925926,-2.304850012561665,0.3604851288922322
SENSEX,ANY,0,13:15–13:45,540,,"{""1"": 0.69, ""2"": 0.31}",70.21189094801775,120.94499999999971,24.074074074074073,9.814814814814815,1.4814814814814816,0.1851851851851852,0.5453347696898342,-28.040261235301124,35.55555555555556,33.88888888888889,0.6546315912268491,-0.6715072083094524
SENSEX,ANY,0,13:45–14:15,540,,"{""1"": 0.65, ""2"": 0.35}",66.38785586869926,122.39000000000306,24.25925925925926,8.88888888888889,2.5925925925925926,0.5555555555555556,-12.314162055971432,-35.87715791929122,28.703703703703702,39.07407407407407,-12.622235011206682,-11.930686851068453
SENSEX,ANY,0,14:15–14:55,720,,"{""1"": 0.6, ""2"": 0.4}",29.281164919208095,134.14500000000044,24.166666666666668,10.0,4.583333333333333,0.0,-4.6639683132271,-42.591721298003854,26.805555555555554,46.666666666666664,-5.860541204059455,-13.976018639148116
SENSEX,ANY,0,all,6120,,"{""1"": 0.78, ""2"": 0.22}",77.50579781609486,109.41999999999825,18.627450980392158,5.76797385620915,1.4215686274509804,0.065359477124183,0.13108767484158024,-17.03423544764,37.56535947712418,24.264705882352942,0.20626304956103952,-1.1358967412497125
SENSEX,ANY,1,09:15–09:45,540,,,92.60921368433628,100.0,17.962962962962965,3.5185185185185186,0.1851851851851852,0.0,4.35489237860909,-11.558333389757781,41.2962962962963,17.962962962962965,4.513775453826914,4.62051154263865
SENSEX,ANY,1,09:45–10:15,540,,,87.9298570630981,100.0,14.629629629629628,1.1111111111111112,0.7407407407407408,0.0,0.6905250796382053,-8.80599473730702,38.7037037037037,14.814814814814813,0.6971952736197248,-0.7827265318679675
SENSEX,ANY,1,10:15–10:45,540,,,88.33210249723743,100.0,11.481481481481481,2.9629629629629632,0.3703703703703704,0.0,1.5279662312776812,-12.089028963411685,37.22222222222222,14.444444444444443,1.4077503409620136,0.8191044500605343
SENSEX,ANY,1,10:45–11:15,540,,,83.98798478148638,100.0,15.37037037037037,2.7777777777777777,0.5555555555555556,0.0,5.93024618986889,-10.223887378143736,44.25925925925926,16.11111111111111,6.318074862341888,4.8190117684249305
SENSEX,ANY,1,11:15–11:45,540,,,80.8328701897808,100.0,10.925925925925926,1.6666666666666667,0.0,0.0,1.51606652441818,-6.500509070429783,44.44444444444444,12.037037037037036,1.51606652441818,1.2906642150682832
SENSEX,ANY,1,11:45–12:15,540,,,78.08498386384053,100.0,13.703703703703704,4.074074074074074,0.1851851851851852,0.0,0.5357380428736278,-10.271129301764425,39.25925925925926,14.25925925925926,0.6642260851340189,-0.2862045963054863
SENSEX,ANY,1,12:15–12:45,540,,,77.38067936770494,100.0,11.851851851851853,2.5925925925925926,0.3703703703703704,0.0,-1.801461041376631,-8.625751613150989,42.96296296296296,20.185185185185187,-1.5342152388056165,-1.6187412664444913
SENSEX,ANY,1,12:45–13:15,540,,,71.88936823466611,100.0,17.22222222222222,1.6666666666666667,0.0,0.0,-4.184054892191896,-13.554042567029473,40.18518518518518,22.407407407407405,-4.184054892191896,-3.448754141037056
SENSEX,ANY,1,13:15–13:45,540,,,70.21189094801775,100.0,22.037037037037038,6.666666666666667,0.3703703703703704,0.0,-2.7784184531741722,-26.147723246723782,36.2962962962963,30.74074074074074,-2.6628824836434575,-3.2540250762994667
SENSEX,ANY,1,13:45–14:15,540,,,66.38785586869926,100.0,20.74074074074074,6.666666666666667,1.1111111111111112,0.3703703703703704,-12.054581621830762,-31.820965907974745,31.11111111111111,35.92592592592593,-13.79814245115672,-12.424047653464054
SENSEX,ANY,1,14:15–14:55,720,,,56.55246094479844,100.0,22.083333333333332,8.194444444444445,2.9166666666666665,0.0,-7.002021855281791,-36.123714865840356,28.333333333333332,41.11111111111111,-5.443240241040499,-12.461383140428453
SENSEX,ANY,1,all,6120,,,77.50579781609486,100.0,16.356209150326798,3.937908496732026,0.6862745098039216,0.0326797385620915,-1.376392120787957,-15.214715908322168,38.2516339869281,22.385620915032682,-1.2635170747249074,-2.371798659688006
SENSEX,ANY,2,09:15–09:45,540,,,58.49466340231265,200.0,21.85185185185185,9.074074074074074,0.3703703703703704,0.0,6.289195796117269,-16.013440715008848,38.88888888888889,23.88888888888889,6.455077486472346,7.738326343238431
SENSEX,ANY,2,09:45–10:15,540,,,54.941273568450924,200.0,21.48148148148148,3.148148148148148,0.9259259259259258,0.0,1.794621587400454,-14.426366336252899,37.407407407407405,19.62962962962963,0.38792720191807,0.13348189715355466
SENSEX,ANY,2,10:15–10:45,540,,,55.64869781898051,200.0,16.666666666666664,5.37037037037037,0.5555555555555556,0.0,2.623337017108092,-16.92831631769006,35.55555555555556,21.666666666666668,1.7578302903159988,1.294030268987583
SENSEX,ANY,2,10:45–11:15,540,,,52.182424962566074,200.0,23.333333333333332,5.0,0.9259259259259258,0.0,8.616093455702334,-12.859019485511642,42.407407407407405,23.51851851851852,8.8640378964247,6.463924896234789
